customer_id,product purchased,complaints,money spent
209,30,19,72
210,67,19,14
211,35,19,99
212,58,20,15
213,24,20,77
214,37,20,13
215,22,20,79
216,35,21,35
217,20,21,66
218,52,23,29
219,35,23,98
220,35,24,35
221,25,24,73
222,46,25,5
223,31,25,73
224,54,28,14
225,29,28,82
226,45,28,32
227,35,28,61
228,40,29,31
229,23,29,87
230,60,30,4
231,21,30,73
232,53,33,4
233,18,33,92
234,49,33,14
235,21,33,81
236,42,34,17
237,30,34,73
238,36,37,26
239,20,37,75
240,65,38,35
241,24,38,92
242,48,39,36
243,31,39,61
244,49,39,28
245,24,39,65
246,50,40,55
247,27,40,47
248,29,40,42
249,31,40,42
250,49,42,52
251,33,42,60
252,31,43,54
253,59,43,60
254,50,43,45
255,47,43,41
256,51,44,50
257,69,44,46
258,27,46,51
259,53,46,46
260,70,46,56
261,19,46,55
262,67,47,52
263,54,47,59
264,63,48,51
265,18,48,59
266,43,48,50
267,68,48,48
268,19,48,59
269,32,48,47
270,70,49,55
271,47,49,42
272,60,50,49
273,60,50,56
274,59,54,47
275,26,54,54
276,45,54,53
277,40,54,48
278,23,54,52
279,49,54,42
280,57,54,51
281,38,54,55
282,67,54,41
283,46,54,44
284,21,54,57
285,48,54,46
286,55,57,58
287,22,57,55
288,34,58,60
289,50,58,46
290,68,59,55
291,18,59,41
292,48,60,49
293,40,60,40
294,32,60,42
295,24,60,52
296,47,60,47
297,27,60,50
298,48,61,42
299,20,61,49
300,23,62,41
301,49,62,48
302,67,62,59
303,26,62,55
304,49,62,56
305,21,62,42
306,66,63,50
307,54,63,46
308,68,63,43
309,66,63,48
310,65,63,52
311,19,63,54
312,38,64,42
313,19,64,46
314,18,65,48
315,19,65,50
316,63,65,43
317,49,65,59
318,51,67,43
319,50,67,57
320,27,67,56
321,38,67,40
322,40,69,58
323,39,69,91
324,23,70,29
325,31,70,77
326,43,71,35
327,40,71,95
328,59,71,11
329,38,71,75
330,47,71,9
331,39,71,75
332,25,72,34
333,31,72,71
334,20,73,5
335,29,73,88
336,44,73,7
337,32,73,73
338,19,74,10
339,35,74,72
340,57,75,5
341,32,75,93
342,28,76,40
343,32,76,87
344,25,77,12
345,28,77,97
346,48,77,36
347,32,77,74
348,34,78,22
349,34,78,90
350,43,78,17
351,39,78,88
352,44,78,20
353,38,78,76
354,47,78,16
355,27,78,89
356,37,78,1
357,30,78,78
358,34,78,1
359,30,78,73
360,56,79,35
361,29,79,83
362,19,81,5
363,31,81,93
364,50,85,26
365,36,85,75
366,42,86,20
367,33,86,95
368,36,87,27
369,32,87,63
370,40,87,13
371,28,87,75
372,36,87,10
373,36,87,92
374,52,88,13
375,30,88,86
376,58,88,15
377,27,88,69
378,59,93,14
379,35,93,90
380,37,97,32
381,32,97,86
382,46,98,15
383,29,98,88
384,41,99,39
385,30,99,97
386,54,101,24
387,28,101,68
388,41,103,17
389,36,103,85
390,34,103,23
391,32,103,69
392,33,113,8
393,38,113,91
394,47,120,16
395,35,120,79
396,45,126,28
397,32,126,74
398,32,137,18
399,19,15,39
400,21,15,81
401,20,16,6
402,23,16,77
403,31,17,40
404,22,17,76
405,35,18,6
406,23,18,94
407,64,19,3
408,30,19,72
409,67,19,14
410,35,19,99
411,58,20,15
412,24,20,77
413,37,20,13
414,22,20,79
415,35,21,35
416,20,21,66
417,52,23,29
418,35,23,98
419,35,24,35
420,25,24,73
421,46,25,5
422,31,25,73
423,54,28,14
424,29,28,82
425,45,28,32
426,35,28,61
427,40,29,31
428,23,29,87
429,60,30,4
430,21,30,73
431,53,33,4
432,18,33,92
433,49,33,14
434,21,33,81
435,42,34,17
436,30,34,73
437,36,37,26
438,20,37,75
439,65,38,35
440,24,38,92
441,48,39,36
442,31,39,61
443,49,39,28
444,24,39,65
445,50,40,55
446,27,40,47
447,29,40,42
448,31,40,42
449,49,42,52
450,33,42,60
451,31,43,54
452,59,43,60
453,50,43,45
454,47,43,41
455,51,44,50
456,69,44,46
457,27,46,51
458,53,46,46
459,70,46,56
460,19,46,55
461,67,47,52
462,54,47,59
463,63,48,51
464,18,48,59
465,43,48,50
466,68,48,48
467,19,48,59
468,32,48,47
469,70,49,55
470,47,49,42
471,60,50,49
472,60,50,56
473,59,54,47
474,26,54,54
475,45,54,53
476,40,54,48
477,23,54,52
478,49,54,42
479,57,54,51
480,38,54,55
481,67,54,41
482,46,54,44
483,21,54,57
484,48,54,46
485,55,57,58
486,22,57,55
487,34,58,60
488,50,58,46
489,68,59,55
490,18,59,41
491,48,60,49
492,40,60,40
493,32,60,42
494,24,60,52
495,47,60,47
496,27,60,50
497,48,61,42
498,20,61,49
499,23,62,41
500,49,62,48
501,67,62,59
502,26,62,55
503,49,62,56
504,21,62,42
505,66,63,50
506,54,63,46
507,68,63,43
508,66,63,48
509,65,63,52
510,19,63,54
511,38,64,42
512,19,64,46
513,18,65,48
514,19,65,50
515,63,65,43
516,49,65,59
517,51,67,43
518,50,67,57
519,27,67,56
520,38,67,40
521,40,69,58
522,39,69,91
523,23,70,29
524,31,70,77
525,43,71,35
526,40,71,95
527,59,71,11
528,38,71,75
529,47,71,9
530,39,71,75
531,25,72,34
532,31,72,71
533,20,73,5
534,29,73,88
535,44,73,7
536,32,73,73
537,19,74,10
538,35,74,72
539,57,75,5
540,32,75,93
541,28,76,40
542,32,76,87
543,25,77,12
544,28,77,97
545,48,77,36
546,32,77,74
547,34,78,22
548,34,78,90
549,43,78,17
550,39,78,88
551,44,78,20
552,38,78,76
553,47,78,16
554,27,78,89
555,37,78,1
556,30,78,78
557,34,78,1
558,30,78,73
559,56,79,35
560,29,79,83
561,19,81,5
562,31,81,93
563,50,85,26
564,36,85,75
565,42,86,20
566,33,86,95
567,36,87,27
568,32,87,63
569,40,87,13
570,28,87,75
571,36,87,10
572,36,87,92
573,52,88,13
574,30,88,86
575,58,88,15
576,27,88,69
577,59,93,14
578,35,93,90
579,37,97,32
580,32,97,86
581,46,98,15
582,29,98,88
583,41,99,39
584,30,99,97
585,54,101,24
586,28,101,68
587,41,103,17
588,36,103,85
589,34,103,23
590,32,103,69
591,33,113,8
592,38,113,91
593,47,120,16
594,35,120,79
595,45,126,28
596,32,126,74
597,32,137,18
598,19,15,39
599,21,15,81
600,20,16,6
601,23,16,77
602,31,17,40
603,22,17,76
604,35,18,6
605,23,18,94
606,64,19,3
607,30,19,72
608,67,19,14
609,35,19,99
610,58,20,15
611,24,20,77
612,37,20,13
613,22,20,79
614,35,21,35
615,20,21,66
616,52,23,29
617,35,23,98
618,35,24,35
619,25,24,73
620,46,25,5
621,31,25,73
622,54,28,14
623,29,28,82
624,45,28,32
625,35,28,61
626,40,29,31
627,23,29,87
628,60,30,4
629,21,30,73
630,53,33,4
631,18,33,92
632,49,33,14
633,21,33,81
634,42,34,17
635,30,34,73
636,36,37,26
637,20,37,75
638,65,38,35
639,24,38,92
640,48,39,36
641,31,39,61
642,49,39,28
643,24,39,65
644,50,40,55
645,27,40,47
646,29,40,42
647,31,40,42
648,49,42,52
649,33,42,60
650,31,43,54
651,59,43,60
652,50,43,45
653,47,43,41
654,51,44,50
655,69,44,46
656,27,46,51
657,53,46,46
658,70,46,56
659,19,46,55
660,67,47,52
661,54,47,59
662,63,48,51
663,18,48,59
664,43,48,50
665,68,48,48
666,19,48,59
667,32,48,47
668,70,49,55
669,47,49,42
670,60,50,49
671,60,50,56
672,59,54,47
673,26,54,54
674,45,54,53
675,40,54,48
676,23,54,52
677,49,54,42
678,57,54,51
679,38,54,55
680,67,54,41
681,46,54,44
682,21,54,57
683,48,54,46
684,55,57,58
685,22,57,55
686,34,58,60
687,50,58,46
688,68,59,55
689,18,59,41
690,48,60,49
691,40,60,40
692,32,60,42
693,24,60,52
694,47,60,47
695,27,60,50
696,48,61,42
697,20,61,49
698,23,62,41
699,49,62,48
700,67,62,59
701,26,62,55
702,49,62,56
703,21,62,42
704,66,63,50
705,54,63,46
706,68,63,43
707,66,63,48
708,65,63,52
709,19,63,54
710,38,64,42
711,19,64,46
712,18,65,48
713,19,65,50
714,63,65,43
715,49,65,59
716,51,67,43
717,50,67,57
718,27,67,56
719,38,67,40
720,40,69,58
721,39,69,91
722,23,70,29
723,31,70,77
724,43,71,35
725,40,71,95
726,59,71,11
727,38,71,75
728,47,71,9
729,39,71,75
730,25,72,34
731,31,72,71
732,20,73,5
733,29,73,88
734,44,73,7
735,32,73,73
736,19,74,10
737,35,74,72
738,57,75,5
739,32,75,93
740,28,76,40
741,32,76,87
742,25,77,12
743,28,77,97
744,48,77,36
745,32,77,74
746,34,78,22
747,34,78,90
748,43,78,17
749,39,78,88
750,44,78,20
751,38,78,76
752,47,78,16
753,27,78,89
754,37,78,1
755,30,78,78
756,34,78,1
757,30,78,73
758,56,79,35
759,29,79,83
760,19,81,5
761,31,81,93
762,50,85,26
763,36,85,75
764,42,86,20
765,33,86,95
766,36,87,27
767,32,87,63
768,40,87,13
769,28,87,75
770,36,87,10
771,36,87,92
772,52,88,13
773,30,88,86
774,58,88,15
775,27,88,69
776,59,93,14
777,35,93,90
778,37,97,32
779,32,97,86
780,46,98,15
781,29,98,88
782,41,99,39
783,30,99,97
784,54,101,24
785,28,101,68
786,41,103,17
787,36,103,85
788,34,103,23
789,32,103,69
790,33,113,8
791,38,113,91
792,47,120,16
793,35,120,79
794,45,126,28
795,32,126,74
796,32,137,18
797,19,15,39
798,21,15,81
799,20,16,6
800,23,16,77
801,31,17,40
802,22,17,76
803,35,18,6
804,23,18,94
805,64,19,3
806,30,19,72
807,67,19,14
808,35,19,99
809,58,20,15
810,24,20,77
811,37,20,13
812,22,20,79
813,35,21,35
814,20,21,66
815,52,23,29
816,35,23,98
817,35,24,35
818,25,24,73
819,46,25,5
820,31,25,73
821,54,28,14
822,29,28,82
823,45,28,32
824,35,28,61
825,40,29,31
826,23,29,87
827,60,30,4
828,21,30,73
829,53,33,4
830,18,33,92
831,49,33,14
832,21,33,81
833,42,34,17
834,30,34,73
835,36,37,26
836,20,37,75
837,65,38,35
838,24,38,92
839,48,39,36
840,31,39,61
841,49,39,28
842,24,39,65
843,50,40,55
844,27,40,47
845,29,40,42
846,31,40,42
847,49,42,52
848,33,42,60
849,31,43,54
850,59,43,60
851,50,43,45
852,47,43,41
853,51,44,50
854,69,44,46
855,27,46,51
856,53,46,46
857,70,46,56
858,19,46,55
859,67,47,52
860,54,47,59
861,63,48,51
862,18,48,59
863,43,48,50
864,68,48,48
865,19,48,59
866,32,48,47
867,70,49,55
868,47,49,42
869,60,50,49
870,60,50,56
871,59,54,47
872,26,54,54
873,45,54,53
874,40,54,48
875,23,54,52
876,49,54,42
877,57,54,51
878,38,54,55
879,67,54,41
880,46,54,44
881,21,54,57
882,48,54,46
883,55,57,58
884,22,57,55
885,34,58,60
886,50,58,46
887,68,59,55
888,18,59,41
889,48,60,49
890,40,60,40
891,32,60,42
892,24,60,52
893,47,60,47
894,27,60,50
895,48,61,42
896,20,61,49
897,23,62,41
898,49,62,48
899,67,62,59
900,26,62,55
901,49,62,56
902,21,62,42
903,66,63,50
904,54,63,46
905,68,63,43
906,66,63,48
907,65,63,52
908,19,63,54
909,38,64,42
910,19,64,46
911,18,65,48
912,19,65,50
913,63,65,43
914,49,65,59
915,51,67,43
916,50,67,57
917,27,67,56
918,38,67,40
919,40,69,58
920,39,69,91
921,23,70,29
922,31,70,77
923,43,71,35
924,40,71,95
925,59,71,11
926,38,71,75
927,47,71,9
928,39,71,75
929,25,72,34
930,31,72,71
931,20,73,5
932,29,73,88
933,44,73,7
934,32,73,73
935,19,74,10
936,35,74,72
937,57,75,5
938,32,75,93
939,28,76,40
940,32,76,87
941,25,77,12
942,28,77,97
943,48,77,36
944,32,77,74
945,34,78,22
946,34,78,90
947,43,78,17
948,39,78,88
949,44,78,20
950,38,78,76
951,47,78,16
952,27,78,89
953,37,78,1
954,30,78,78
955,34,78,1
956,30,78,73
957,56,79,35
958,29,79,83
959,19,81,5
960,31,81,93
961,50,85,26
962,36,85,75
963,42,86,20
964,33,86,95
965,36,87,27
966,32,87,63
967,40,87,13
968,28,87,75
969,36,87,10
970,36,87,92
971,52,88,13
972,30,88,86
973,58,88,15
974,27,88,69
975,59,93,14
976,35,93,90
977,37,97,32
978,32,97,86
979,46,98,15
980,29,98,88
981,41,99,39
982,30,99,97
983,54,101,24
984,28,101,68
985,41,103,17
986,36,103,85
987,34,103,23
988,32,103,69
989,33,113,8
990,38,113,91
991,47,120,16
992,35,120,79
993,45,126,28
994,32,126,74
995,32,137,18
996,19,15,39
997,21,15,81
998,20,16,6
999,23,16,77
1000,31,17,40
1001,22,17,76
1002,35,18,6
1003,23,18,94
1004,64,19,3
1005,30,19,72
1006,67,19,14
1007,35,19,99
1008,58,20,15
1009,24,20,77
1010,37,20,13
1011,22,20,79
1012,35,21,35
1013,20,21,66
1014,52,23,29
1015,35,23,98
1016,35,24,35
1017,25,24,73
1018,46,25,5
1019,31,25,73
1020,54,28,14
1021,29,28,82
1022,45,28,32
1023,35,28,61
1024,40,29,31
1025,23,29,87
1026,60,30,4
1027,21,30,73
1028,53,33,4
1029,18,33,92
1030,49,33,14
1031,21,33,81
1032,42,34,17
1033,30,34,73
1034,36,37,26
1035,20,37,75
1036,65,38,35
1037,24,38,92
1038,48,39,36
1039,31,39,61
1040,49,39,28
1041,24,39,65
1042,50,40,55
1043,27,40,47
1044,29,40,42
1045,31,40,42
1046,49,42,52
1047,33,42,60
1048,31,43,54
1049,59,43,60
1050,50,43,45
1051,47,43,41
1052,51,44,50
1053,69,44,46
1054,27,46,51
1055,53,46,46
1056,70,46,56
1057,19,46,55
1058,67,47,52
1059,54,47,59
1060,63,48,51
1061,18,48,59
1062,43,48,50
1063,68,48,48
1064,19,48,59
1065,32,48,47
1066,70,49,55
1067,47,49,42
1068,60,50,49
1069,60,50,56
1070,59,54,47
1071,26,54,54
1072,45,54,53
1073,40,54,48
1074,23,54,52
1075,49,54,42
1076,57,54,51
1077,38,54,55
1078,67,54,41
1079,46,54,44
1080,21,54,57
1081,48,54,46
1082,55,57,58
1083,22,57,55
1084,34,58,60
1085,50,58,46
1086,68,59,55
1087,18,59,41
1088,48,60,49
1089,40,60,40
1090,32,60,42
1091,24,60,52
1092,47,60,47
1093,27,60,50
1094,48,61,42
1095,20,61,49
1096,23,62,41
1097,49,62,48
1098,67,62,59
1099,26,62,55
1100,49,62,56
1101,21,62,42
1102,66,63,50
1103,54,63,46
1104,68,63,43
1105,66,63,48
1106,65,63,52
1107,19,63,54
1108,38,64,42
1109,19,64,46
1110,18,65,48
1111,19,65,50
1112,63,65,43
1113,49,65,59
1114,51,67,43
1115,50,67,57
1116,27,67,56
1117,38,67,40
1118,40,69,58
1119,39,69,91
1120,23,70,29
1121,31,70,77
1122,43,71,35
1123,40,71,95
1124,59,71,11
1125,38,71,75
1126,47,71,9
1127,39,71,75
1128,25,72,34
1129,31,72,71
1130,20,73,5
1131,29,73,88
1132,44,73,7
1133,32,73,73
1134,19,74,10
1135,35,74,72
1136,57,75,5
1137,32,75,93
1138,28,76,40
1139,32,76,87
1140,25,77,12
1141,28,77,97
1142,48,77,36
1143,32,77,74
1144,34,78,22
1145,34,78,90
1146,43,78,17
1147,39,78,88
1148,44,78,20
1149,38,78,76
1150,47,78,16
1151,27,78,89
1152,37,78,1
1153,30,78,78
1154,34,78,1
1155,30,78,73
1156,56,79,35
1157,29,79,83
1158,19,81,5
1159,31,81,93
1160,50,85,26
1161,36,85,75
1162,42,86,20
1163,33,86,95
1164,36,87,27
1165,32,87,63
1166,40,87,13
1167,28,87,75
1168,36,87,10
1169,36,87,92
1170,52,88,13
1171,30,88,86
1172,58,88,15
1173,27,88,69
1174,59,93,14
1175,35,93,90
1176,37,97,32
1177,32,97,86
1178,46,98,15
1179,29,98,88
1180,41,99,39
1181,30,99,97
1182,54,101,24
1183,28,101,68
1184,41,103,17
1185,36,103,85
1186,34,103,23
1187,32,103,69
1188,33,113,8
1189,38,113,91
1190,47,120,16
1191,35,120,79
1192,45,126,28
1193,32,126,74
1194,32,137,18
1195,19,15,39
1196,21,15,81
1197,20,16,6
1198,23,16,77
1199,31,17,40
1200,22,17,76
1201,35,18,6
1202,23,18,94
1203,64,19,3
1204,30,19,72
1205,67,19,14
1206,35,19,99
1207,58,20,15
1208,24,20,77
1209,37,20,13
1210,22,20,79
1211,35,21,35
1212,20,21,66
1213,52,23,29
1214,35,23,98
1215,35,24,35
1216,25,24,73
1217,46,25,5
1218,31,25,73
1219,54,28,14
1220,29,28,82
1221,45,28,32
1222,35,28,61
1223,40,29,31
1224,23,29,87
1225,60,30,4
1226,21,30,73
1227,53,33,4
1228,18,33,92
1229,49,33,14
1230,21,33,81
1231,42,34,17
1232,30,34,73
1233,36,37,26
1234,20,37,75
1235,65,38,35
1236,24,38,92
1237,48,39,36
1238,31,39,61
1239,49,39,28
1240,24,39,65
1241,50,40,55
1242,27,40,47
1243,29,40,42
1244,31,40,42
1245,49,42,52
1246,33,42,60
1247,31,43,54
1248,59,43,60
1249,50,43,45
1250,47,43,41
1251,51,44,50
1252,69,44,46
1253,27,46,51
1254,53,46,46
1255,70,46,56
1256,19,46,55
1257,67,47,52
1258,54,47,59
1259,63,48,51
1260,18,48,59
1261,43,48,50
1262,68,48,48
1263,19,48,59
1264,32,48,47
1265,70,49,55
1266,47,49,42
1267,60,50,49
1268,60,50,56
1269,59,54,47
1270,26,54,54
1271,45,54,53
1272,40,54,48
1273,23,54,52
1274,49,54,42
1275,57,54,51
1276,38,54,55
1277,67,54,41
1278,46,54,44
1279,21,54,57
1280,48,54,46
1281,55,57,58
1282,22,57,55
1283,34,58,60
1284,50,58,46
1285,68,59,55
1286,18,59,41
1287,48,60,49
1288,40,60,40
1289,32,60,42
1290,24,60,52
1291,47,60,47
1292,27,60,50
1293,48,61,42
1294,20,61,49
1295,23,62,41
1296,49,62,48
1297,67,62,59
1298,26,62,55
1299,49,62,56
1300,21,62,42
1301,66,63,50
1302,54,63,46
1303,68,63,43
1304,66,63,48
1305,65,63,52
1306,19,63,54
1307,38,64,42
1308,19,64,46
1309,18,65,48
1310,19,65,50
1311,63,65,43
1312,49,65,59
1313,51,67,43
1314,50,67,57
1315,27,67,56
1316,38,67,40
1317,40,69,58
1318,39,69,91
1319,23,70,29
1320,31,70,77
1321,43,71,35
1322,40,71,95
1323,59,71,11
1324,38,71,75
1325,47,71,9
1326,39,71,75
1327,25,72,34
1328,31,72,71
1329,20,73,5
1330,29,73,88
1331,44,73,7
1332,32,73,73
1333,19,74,10
1334,35,74,72
1335,57,75,5
1336,32,75,93
1337,28,76,40
1338,32,76,87
1339,25,77,12
1340,28,77,97
1341,48,77,36
1342,32,77,74
1343,34,78,22
1344,34,78,90
1345,43,78,17
1346,39,78,88
1347,44,78,20
1348,38,78,76
1349,47,78,16
1350,27,78,89
1351,37,78,1
1352,30,78,78
1353,34,78,1
1354,30,78,73
1355,56,79,35
1356,29,79,83
1357,19,81,5
1358,31,81,93
1359,50,85,26
1360,36,85,75
1361,42,86,20
1362,33,86,95
1363,36,87,27
1364,32,87,63
1365,40,87,13
1366,28,87,75
1367,36,87,10
1368,36,87,92
1369,52,88,13
1370,30,88,86
1371,58,88,15
1372,27,88,69
1373,59,93,14
1374,35,93,90
1375,37,97,32
1376,32,97,86
1377,46,98,15
1378,29,98,88
1379,41,99,39
1380,30,99,97
1381,54,101,24
1382,28,101,68
1383,41,103,17
1384,36,103,85
1385,34,103,23
1386,32,103,69
1387,33,113,8
1388,38,113,91
1389,47,120,16
1390,35,120,79
1391,45,126,28
1392,32,126,74
1393,32,137,18
1394,19,15,39
1395,21,15,81
1396,20,16,6
1397,23,16,77
1398,31,17,40
1399,22,17,76
1400,35,18,6
1401,23,18,94
1402,64,19,3
1403,30,19,72
1404,67,19,14
1405,35,19,99
1406,58,20,15
1407,24,20,77
1408,37,20,13
1409,22,20,79
1410,35,21,35
1411,20,21,66
1412,52,23,29
1413,35,23,98
1414,35,24,35
1415,25,24,73
1416,46,25,5
1417,31,25,73
1418,54,28,14
1419,29,28,82
1420,45,28,32
1421,35,28,61
1422,40,29,31
1423,23,29,87
1424,60,30,4
1425,21,30,73
1426,53,33,4
1427,18,33,92
1428,49,33,14
1429,21,33,81
1430,42,34,17
1431,30,34,73
1432,36,37,26
1433,20,37,75
1434,65,38,35
1435,24,38,92
1436,48,39,36
1437,31,39,61
1438,49,39,28
1439,24,39,65
1440,50,40,55
1441,27,40,47
1442,29,40,42
1443,31,40,42
1444,49,42,52
1445,33,42,60
1446,31,43,54
1447,59,43,60
1448,50,43,45
1449,47,43,41
1450,51,44,50
1451,69,44,46
1452,27,46,51
1453,53,46,46
1454,70,46,56
1455,19,46,55
1456,67,47,52
1457,54,47,59
1458,63,48,51
1459,18,48,59
1460,43,48,50
1461,68,48,48
1462,19,48,59
1463,32,48,47
1464,70,49,55
1465,47,49,42
1466,60,50,49
1467,60,50,56
1468,59,54,47
1469,26,54,54
1470,45,54,53
1471,40,54,48
1472,23,54,52
1473,49,54,42
1474,57,54,51
1475,38,54,55
1476,67,54,41
1477,46,54,44
1478,21,54,57
1479,48,54,46
1480,55,57,58
1481,22,57,55
1482,34,58,60
1483,50,58,46
1484,68,59,55
1485,18,59,41
1486,48,60,49
1487,40,60,40
1488,32,60,42
1489,24,60,52
1490,47,60,47
1491,27,60,50
1492,48,61,42
1493,20,61,49
1494,23,62,41
1495,49,62,48
1496,67,62,59
1497,26,62,55
1498,49,62,56
1499,21,62,42
1500,66,63,50
1501,54,63,46
1502,68,63,43
1503,66,63,48
1504,65,63,52
1505,19,63,54
1506,38,64,42
1507,19,64,46
1508,18,65,48
1509,19,65,50
1510,63,65,43
1511,49,65,59
1512,51,67,43
1513,50,67,57
1514,27,67,56
1515,38,67,40
1516,40,69,58
1517,39,69,91
1518,23,70,29
1519,31,70,77
1520,43,71,35
1521,40,71,95
1522,59,71,11
1523,38,71,75
1524,47,71,9
1525,39,71,75
1526,25,72,34
1527,31,72,71
1528,20,73,5
1529,29,73,88
1530,44,73,7
1531,32,73,73
1532,19,74,10
1533,35,74,72
1534,57,75,5
1535,32,75,93
1536,28,76,40
1537,32,76,87
1538,25,77,12
1539,28,77,97
1540,48,77,36
1541,32,77,74
1542,34,78,22
1543,34,78,90
1544,43,78,17
1545,39,78,88
1546,44,78,20
1547,38,78,76
1548,47,78,16
1549,27,78,89
1550,37,78,1
1551,30,78,78
1552,34,78,1
1553,30,78,73
1554,56,79,35
1555,29,79,83
1556,19,81,5
1557,31,81,93
1558,50,85,26
1559,36,85,75
1560,42,86,20
1561,33,86,95
1562,36,87,27
1563,32,87,63
1564,40,87,13
1565,28,87,75
1566,36,87,10
1567,36,87,92
1568,52,88,13
1569,30,88,86
1570,58,88,15
1571,27,88,69
1572,59,93,14
1573,35,93,90
1574,37,97,32
1575,32,97,86
1576,46,98,15
1577,29,98,88
1578,41,99,39
1579,30,99,97
1580,54,101,24
1581,28,101,68
1582,41,103,17
1583,36,103,85
1584,34,103,23
1585,32,103,69
1586,33,113,8
1587,38,113,91
1588,47,120,16
1589,35,120,79
1590,45,126,28
1591,32,126,74
1592,32,137,18
1593,19,15,39
1594,21,15,81
1595,20,16,6
1596,23,16,77
1597,31,17,40
1598,22,17,76
1599,35,18,6
1600,23,18,94
1601,64,19,3
1602,30,19,72
1603,67,19,14
1604,35,19,99
1605,58,20,15
1606,24,20,77
1607,37,20,13
1608,22,20,79
1609,35,21,35
1610,20,21,66
1611,52,23,29
1612,35,23,98
1613,35,24,35
1614,25,24,73
1615,46,25,5
1616,31,25,73
1617,54,28,14
1618,29,28,82
1619,45,28,32
1620,35,28,61
1621,40,29,31
1622,23,29,87
1623,60,30,4
1624,21,30,73
1625,53,33,4
1626,18,33,92
1627,49,33,14
1628,21,33,81
1629,42,34,17
1630,30,34,73
1631,36,37,26
1632,20,37,75
1633,65,38,35
1634,24,38,92
1635,48,39,36
1636,31,39,61
1637,49,39,28
1638,24,39,65
1639,50,40,55
1640,27,40,47
1641,29,40,42
1642,31,40,42
1643,49,42,52
1644,33,42,60
1645,31,43,54
1646,59,43,60
1647,50,43,45
1648,47,43,41
1649,51,44,50
1650,69,44,46
1651,27,46,51
1652,53,46,46
1653,70,46,56
1654,19,46,55
1655,67,47,52
1656,54,47,59
1657,63,48,51
1658,18,48,59
1659,43,48,50
1660,68,48,48
1661,19,48,59
1662,32,48,47
